START_DATE,END_DATE,START,STOP,MILES,PURPOSE
12/12/2024 09:11,12/12/2024 09:48,Salon-de-Provence,Aix-en-Provence,10.52,Commute
25/06/2024 08:42,25/06/2024 09:02,Pozuelo de Alarcón,Móstoles,7.35,Commute
01/05/2024 09:15,01/05/2024 09:39,Saint-Denis,Versailles,8.09,Customer Visit
18/06/2024 15:37,18/06/2024 16:03,Lyon#,Getafe,9.82,Business
13/02/2024 07:43,13/02/2024 08:19,Paris,Issy-les-Moulineaux,9.6,Business
16/03/2024 09:43,16/03/2024 10:21,Cascais,Almada,12.13,Business
13/03/2024 08:47,13/03/2024 09:24,Oullins,Lyon,11.13,Customer Visit
14/08/2024 12:43,14/08/2024 12:58,Saint-Denis,Saint-Denis,4.64,Customer Visit
14/08/2024 15:22,14/08/2024 16:06,Paris,Créteil,11.78,Commute
26/11/2024 18:47,26/11/2024 19:32,Madrid,Leganés,11.88,Business
10/06/2024 22:25,10/06/2024 22:36,Caluire-et-Cuire,Caluire-et-Cuire,3.96,Business
19/12/2024 20:43,19/12/2024 21:04,Issy-les-Moulineaux,Issy-les-Moulineaux,5.64,Commute
08/10/2024 10:28,08/10/2024 10:43,Saint-Priest,Saint-Priest,3.62,Errand
22/03/2024 10:00,22/03/2024 10:12,Marseille,Aubagne,3.04,Meeting
10/12/2024 18:33,10/12/2024 19:17,Vénissieux,Villeurbanne,14.08,Errand
25/12/2024 21:15,25/12/2024 21:41,Bron,Villeurbanne,9.62,Meeting
07/03/2024 08:16,07/03/2024 08:35,Caluire-et-Cuire,Vénissieux,5.65,Business
05/07/2024 06:50,05/07/2024 07:13,Versailles,Saint-Denis,4.68,Commute
25/11/2024 15:23,25/11/2024 15:53,Marseille,La Ciotat,12.83,Meeting
20/08/2024 19:31,20/08/2024 19:58,Aix-en-Provence,Aubagne,8.67,Meeting
03/05/2024 17:25,03/05/2024 17:34,Salon-de-Provence,Salon-de-Provence,1.55,Customer Visit
20/02/2024 12:34,20/02/2024 12:53,Alcorcón,Móstoles,0.8,Business
27/05/2024 18:04,27/05/2024 18:23,Salon-de-Provence,Aix-en-Provence,5.59,Airport
22/08/2024 19:49,22/08/2024 20:10,Getafe,Leganés,8.47,Business
29/09/2024 19:13,29/09/2024 19:37,Marseille,Aubagne,8.32,Meeting
12/01/2024 12:24,12/01/2024 12:44,Oullins,Vénissieux,0.8,Errand
26/04/2024 08:48,26/04/2024 09:38,Paris,Nanterre,17.12,Commute
30/01/2024 18:21,30/01/2024 18:59,Aix-en-Provence,Salon-de-Provence,14.52,Commute
28/03/2024 10:32,28/03/2024 10:43,Nanterre,Nanterre,3.1,Meeting
02/09/2024 16:43,02/09/2024 17:07,Lyon,Lyon,4.83,Meeting
24/10/2024 20:39,24/10/2024 21:22,Fuenlabrada,Leganés,13.07,Errand
01/07/2024 22:47,01/07/2024 23:07,Amadora,Amadora,4.0,
04/05/2024 09:26,04/05/2024 09:58,Marseille,La Ciotat,10.45,Commute
01/11/2024 15:38,01/11/2024 16:26,Vitrolles,La Ciotat,16.35,Business
26/03/2024 07:07,26/03/2024 07:14,Lyon,Lyon,2.38,Commute
19/12/2024 12:26,19/12/2024 12:39,Paris,Saint-Denis,3.87,Commute
24/01/2024 15:44,24/01/2024 16:26,Versailles,Créteil,15.04,Customer Visit
03/08/2024 13:43,03/08/2024 14:10,Villeurbanne,Oullins,6.96,Commute
13/06/2024 16:06,13/06/2024 16:30,Marseille,Marseille,6.32,Business
10/05/2024 21:55,10/05/2024 22:01,Fuenlabrada,Leganés,0.8,Meeting
02/11/2024 14:22,02/11/2024 14:59,Almada,Amadora,7.27,Business
27/01/2024 13:00,27/01/2024 13:26,La Ciotat,Aix-en-Provence,4.08,Business
05/06/2024 17:56,05/06/2024 18:32,La Ciotat,Vitrolles,9.49,Airport
23/08/2024 21:40,23/08/2024 21:52,Nanterre,Paris,2.3,Airport
28/08/2024 12:59,28/08/2024 13:21,Salon-de-Provence,Marse!lle,7.17,Meal/Entertain
02/04/2024 15:08,02/04/2024 15:35,Versailles,Issy-les-Moulineaux,9.46,Airport
01/02/2024 19:43,01/02/2024 19:54,Vitrolles,Vitrolles,1.27,Customer Visit
27/03/2024 15:48,27/03/2024 16:28,Nanterre,Paris,13.18,Commute
07/07/2024 06:44,07/07/2024 07:28,Créteil,Paris,11.65,Commute
20/05/2024 06:39,20/05/2024 06:56,Lyon,Lyon,1.73,Commute
21/11/2024 10:19,21/11/2024 10:43,Nanterre,Créteil,7.3,Commute
12/04/2024 16:24,12/04/2024 16:35,La Ciotat,La Ciotat,3.94,Business
14/07/2024 18:27,14/07/2024 18:49,La Ciotat,Marseille,6.97,Commute
03/02/2024 23:50,04/02/2024 00:17,Villeurbanne,Saint-Priest,6.63,Business
12/07/2024 19:43,12/07/2024 20:22,Saint-Denis,Nanterre,11.18,Commute
29/08/2024 17:06,29/08/2024 17:31,Boulogne-Billancourt,Versailles,5.94,Commute
30/03/2024 15:15,30/03/2024 15:36,Caluire-et-Cuire,Lyon,3.52,Customer Visit
26/06/2024 11:48,26/06/2024 12:21,Amadora,Cascais,12.03,Meeting
05/01/2024 13:36,05/01/2024 14:13,Almada,Oeiras,8.96,Customer Visit
12/05/2024 20:07,12/05/2024 20:36,Alcorcón,Getafe,7.61,Commute
21/08/2024 12:59,21/08/2024 13:32,Issy-les-Moulineaux,Saint-Denis,10.32,Meeting
28/07/2024 09:29,28/07/2024 09:48,Martigues,Aubagne,3.73,Commute
14/11/2024 20:58,14/11/2024 21:20,Issy-les-Moulineaux,Aix123,8.01,Customer Visit
02/08/2024 19:46,02/08/2024 20:37,Saint-Denis,Issy-les-Moulineaux,12.97,Customer Visit
29/05/2024 14:36,29/05/2024 15:04,Créteil,Paris,6.48,Commute
22/05/2024 16:48,22/05/2024 17:14,Créteil,Nanterre,3.56,Commute
08/06/2024 07:08,08/06/2024 07:26,Alcorcón,Fuenlabrada,4.38,Commute
16/08/2024 09:19,16/08/2024 10:03,Boulogne-Billancourt,Saint-Denis,16.14,Errand
29/03/2024 18:55,29/03/2024 19:40,Issy-les-Moulineaux,Boulogne-Billancourt,12.22,Commute
27/01/2024 18:12,27/01/2024 18:40,Fuenlabrada,Getafe,4.82,Errand
13/02/2024 12:00,13/02/2024 12:24,Issy-les-Moulineaux,Issy-les-Moulineaux,3.54,Meeting
31/08/2024 07:57,31/08/2024 08:26,Vénissieux,Vénissieux,4.69,Commute
31/10/2024 14:25,31/10/2024 14:45,Boulogne-Billancourt,Nanterre,3.3,Business
13/12/2024 19:05,13/12/2024 19:19,Martigues,Marseille,1.94,Commute
01/07/2024 20:29,01/07/2024 20:53,Cascais,Lisbon,6.94,Commute
15/05/2024 21:49,15/05/2024 22:21,Villeurbanne,Caluire-et-Cuire,4.83,Customer Visit
30/06/2024 12:28,30/06/2024 12:59,Martigues,Vitrolles,9.83,Business
24/05/2024 06:16,24/05/2024 06:36,Pozuelo de Alarcón,Aix123,2.16,Meeting
29/08/2024 12:41,29/08/2024 12:58,Bron,Vénissieux,5.07,Commute
09/07/2024 18:22,09/07/2024 18:32,Salon-de-Provence,Salon-de-Provence,2.83,Customer Visit
04/08/2024 17:15,04/08/2024 17:33,Martigues,Aix-en-Provence,2.77,Meeting
19/01/2024 14:29,19/01/2024 14:42,Lisb0n,Créteil,5.32,Errand
03/11/2024 22:36,03/11/2024 22:56,Créteil,Nanterre,2.02,Business
21/05/2024 18:27,21/05/2024 18:56,Paris,Paris,5.54,Customer Visit
08/12/2024 06:17,08/12/2024 07:03,Bron,Saint-Priest,14.11,Meeting
07/07/2024 18:21,07/07/2024 18:47,Saint-Priest,Bron,6.07,Airport
02/01/2024 11:36,02/01/2024 12:01,Créteil,Nanterre,7.75,Airport
20/03/2024 08:16,20/03/2024 08:44,Almada,Almada,4.78,Business
16/02/2024 14:29,16/02/2024 14:51,Móstoles,Madrid,7.12,Meeting
06/11/2024 14:18,06/11/2024 14:44,Versailles,Nanterre,12.1,Business
12/02/2024 23:58,13/02/2024 00:08,Martigues,Martigues,0.8,Customer Visit
09/02/2024 22:43,09/02/2024 23:11,Alcorcón,Móstoles,6.5,Shopping
14/11/2024 22:49,14/11/2024 23:11,Villeurbanne,Caluire-et-Cuire,8.76,Commute
12/12/2024 08:58,12/12/2024 09:27,Aubagne,Vitrolles,5.01,Commute
25/06/2024 11:13,25/06/2024 11:45,Oeiras,Loures,13.72,Commute
29/09/2024 08:52,29/09/2024 09:29,Boulogne-Billancourt,Créteil,16.45,
07/11/2024 17:36,07/11/2024 18:19,Créteil,Boulogne-Billancourt,13.67,Business
29/08/2024 12:18,29/08/2024 12:40,Almada,Almada,1.54,Commute
13/06/2024 13:02,13/06/2024 13:18,Marseille,Aix-en-Provence,5.31,Meal/Entertain
11/11/2024 19:23,11/11/2024 19:58,Versailles,Paris,14.1,Errand
04/06/2024 09:50,04/06/2024 10:24,Leganés,Pozuelo de Alarcón,11.05,Commute
01/08/2024 15:43,01/08/2024 16:08,Marseille,Marseille,5.76,Business
17/02/2024 06:03,17/02/2024 06:30,Marseille,Marseille,6.28,Airport
04/03/2024 18:34,04/03/2024 19:03,Fuenlabrada,Getafe,6.72,Business
14/07/2024 18:09,14/07/2024 18:38,Par1s,Almada,10.07,Meeting
27/04/2024 10:42,27/04/2024 10:53,Oullins,Lyon,4.58,Commute
16/01/2024 07:41,16/01/2024 08:10,Loures,Amadora,8.86,Business
03/03/2024 10:39,03/03/2024 10:55,Nanterre,Issy-les-Moulineaux,2.81,Meeting
16/03/2024 22:25,16/03/2024 22:38,Madri$d,Nanterre,6.11,Airport
02/06/2024 21:16,02/06/2024 21:41,Villeurbanne,Vénissieux,3.67,Customer Visit
26/10/2024 22:21,26/10/2024 22:55,La Ciotat,Marseille,8.3,Meal/Entertain
13/10/2024 21:33,13/10/2024 21:43,Paris,Paris,1.69,Business
18/07/2024 07:26,18/07/2024 07:58,Aubagne,Salon-de-Provence,12.56,Business
05/01/2024 14:30,05/01/2024 14:45,Saint-Denis,Saint-Denis,3.53,Meeting
11/05/2024 22:37,11/05/2024 23:21,Marseille,Martigues,13.84,Customer Visit
15/10/2024 07:23,15/10/2024 07:37,La Ciotat,La Ciotat,2.97,Commute
23/11/2024 07:52,23/11/2024 08:16,Caluire-et-Cuire,Lyon,4.85,Commute
16/11/2024 22:47,16/11/2024 23:28,Créteil,Paris,9.73,Commute
05/12/2024 23:42,06/12/2024 00:05,Créteil,Saint-Denis,5.27,Customer Visit
22/01/2024 19:57,22/01/2024 20:30,Villeurbanne,Lyon,8.64,Commute
14/09/2024 06:39,14/09/2024 07:09,Vénissieux,Caluire-et-Cuire,6.32,Meeting
10/02/2024 13:22,10/02/2024 13:55,Getafe,Alcorcón,7.91,Commute
24/12/2024 21:17,24/12/2024 21:31,Vénissieux,Oullins,2.65,Shopping
14/06/2024 09:53,14/06/2024 10:02,Créteil,Créteil,0.8,Commute
02/07/2024 19:19,02/07/2024 19:55,Aubagne,Vitrolles,9.51,Business
15/04/2024 17:47,15/04/2024 18:38,Caluire-et-Cuire,Oullins,14.62,Meeting
23/05/2024 10:08,23/05/2024 10:48,Alcorcón,Madrid,14.8,Business
10/10/2024 07:36,10/10/2024 08:20,Getafe,Pozuelo de Alarcón,12.27,Commute
14/04/2024 12:58,14/04/2024 13:11,Saint-Priest,Aix123,4.19,Commute
05/09/2024 09:59,05/09/2024 10:34,Pozuelo de Alarcón,Fuenlabrada,8.9,
11/08/2024 21:54,11/08/2024 22:57,Lyon,Saint-Priest,16.5,Business
02/06/2024 08:06,02/06/2024 08:46,Loures,Cascais,12.66,Shopping
05/07/2024 07:10,05/07/2024 07:45,Vénissieux,Oullins,13.28,Customer Visit
20/08/2024 16:55,20/08/2024 17:25,Oeiras,Almada,10.16,Airport
24/11/2024 22:17,24/11/2024 22:46,Cascais,Oeiras,5.82,Commute
03/02/2024 20:30,03/02/2024 21:14,Caluire-et-Cuire,Lyon,12.64,Meeting
10/12/2024 09:27,10/12/2024 09:36,Saint-Priest,Lyon,1.11,Commute
15/08/2024 19:22,15/08/2024 19:43,Issy-les-Moulineaux,Boulogne-Billancourt,2.07,Commute
05/06/2024 13:49,05/06/2024 14:02,Alcorcón,Alcorcón,2.16,Meeting
25/10/2024 14:49,25/10/2024 15:38,Vénissieux,Saint-Priest,14.92,Airport
05/12/2024 07:07,05/12/2024 07:26,Saint-Priest,Lyon,6.09,
06/02/2024 14:44,06/02/2024 15:21,Versailles,Nanterre,12.0,Commute
20/11/2024 21:19,20/11/2024 21:48,Vénissieux,Saint-Priest,6.71,Meeting
15/03/2024 23:23,15/03/2024 23:54,Leganés,Fuenlabrada,11.45,Business
04/07/2024 22:06,04/07/2024 22:42,Issy-les-Moulineaux,Saint-Denis,10.41,Customer Visit
29/07/2024 11:15,29/07/2024 11:21,Saint-Denis,Nanterre,0.8,Customer Visit
19/02/2024 14:46,19/02/2024 15:21,Fuenlabrada,Madrid,6.93,Meeting
27/06/2024 16:36,27/06/2024 17:24,Oullins,Saint-Priest,13.28,Business
17/07/2024 09:01,17/07/2024 09:25,Aubagne,Vitrolles,7.47,Business
23/08/2024 14:36,23/08/2024 14:49,Lisb0n,Marseille,4.05,Shopping
01/05/2024 23:49,02/05/2024 00:50,La Ciotat,Salon-de-Provence,16.46,Meeting
07/07/2024 17:45,07/07/2024 18:31,Saint-Priest,Villeurbanne,14.12,
25/06/2024 09:48,25/06/2024 10:02,Bron,Lyon#,2.99,Business
10/12/2024 13:20,10/12/2024 13:51,Saint-Denis,Nanterre,11.75,Commute
12/01/2024 12:45,12/01/2024 13:21,Bron,Lyon,14.0,Meeting
14/10/2024 10:24,14/10/2024 10:46,Martigues,Martigues,3.81,Customer Visit
04/02/2024 10:56,04/02/2024 11:07,Oeiras,Almada,0.8,Airport
16/11/2024 11:20,16/11/2024 11:34,Caluire-et-Cuire,Caluire-et-Cuire,3.97,Business
12/11/2024 15:25,12/11/2024 15:36,Paris,Issy-les-Moulineaux,2.25,Customer Visit
11/06/2024 14:18,11/06/2024 14:46,Vénissieux,Bron,5.38,Airport
14/07/2024 20:12,14/07/2024 20:47,Issy-les-Moulineaux,Lyon#,11.52,Business
07/08/2024 22:19,07/08/2024 22:51,Boulogne-Billancourt,Issy-les-Moulineaux,7.22,Customer Visit
08/02/2024 14:42,08/02/2024 15:07,Pozuelo de Alarcón,Madrid,6.88,Business
01/01/2024 22:30,01/01/2024 23:11,Paris,Boulogne-Billancourt,9.59,Business
05/10/2024 13:49,05/10/2024 14:07,Versailles,Versailles,0.8,Commute
04/04/2024 09:31,04/04/2024 09:40,Marseille,Salon-de-Provence,2.36,Meeting
09/12/2024 11:24,09/12/2024 11:51,Caluire-et-Cuire,Lyon,7.34,Business
14/06/2024 13:38,14/06/2024 14:00,Leganés,Móstoles,6.75,Commute
07/03/2024 16:52,07/03/2024 17:26,Almada,Lisbon,15.5,Business
21/02/2024 12:25,21/02/2024 12:54,Cascais,Lisbon,6.95,Meeting
22/07/2024 10:49,22/07/2024 11:30,Lyon,Vénissieux,11.48,Meeting
18/09/2024 20:23,18/09/2024 20:33,Lyon,Lyon,4.58,Meeting
14/09/2024 15:12,14/09/2024 16:00,Issy-les-Moulineaux,Boulogne-Billancourt,12.32,Meeting
09/05/2024 18:36,09/05/2024 19:23,Versailles,Boulogne-Billancourt,11.51,Commute
15/02/2024 10:58,15/02/2024 11:19,Lyon,Oullins,5.86,Errand
04/11/2024 20:06,04/11/2024 20:24,Vénissieux,Oullins,4.02,Commute
04/06/2024 08:08,04/06/2024 08:22,Fuenlabrada,Fuenlabrada,4.61,Errand
17/08/2024 18:35,17/08/2024 18:52,Vénissieux,Vénissieux,1.84,Business
05/01/2024 18:17,05/01/2024 18:55,Oullins,Bron,12.02,Errand
23/11/2024 21:48,23/11/2024 22:19,Almada,Sintra,10.0,Customer Visit
12/09/2024 14:55,12/09/2024 15:18,Saint-Denis,Issy-les-Moulineaux,3.78,Commute
04/10/2024 08:22,04/10/2024 08:34,Nanterre,Paris,2.52,Customer Visit
02/06/2024 21:26,02/06/2024 21:50,Getafe,Móstoles,4.88,Customer Visit
24/08/2024 10:32,24/08/2024 11:10,Saint-Denis,Nanterre,11.63,Commute
14/12/2024 06:48,14/12/2024 07:11,Créteil,Lisb0n,5.6,Shopping
28/11/2024 19:04,28/11/2024 19:32,Créteil,Nanterre,8.46,Shopping
21/08/2024 20:38,21/08/2024 21:10,Caluire-et-Cuire,Saint-Priest,7.82,Errand
15/08/2024 08:42,15/08/2024 09:14,La Ciotat,Aubagne,10.47,Errand
04/12/2024 07:26,04/12/2024 08:14,Villeurbanne,Lyon,11.02,Business
28/10/2024 13:16,28/10/2024 13:56,Oeiras,Madri$d,12.29,Business
14/12/2024 06:25,14/12/2024 07:17,Madrid,Móstoles,18.54,Airport
04/05/2024 21:45,04/05/2024 22:10,Versailles,Madri$d,7.4,Meeting
23/06/2024 13:06,23/06/2024 13:51,Leganés,Fuenlabrada,10.72,Customer Visit
04/01/2024 16:15,04/01/2024 16:36,Salon-de-Provence,Marseille,8.34,Meeting
22/11/2024 20:34,22/11/2024 21:19,Amadora,Lisbon,12.76,Meeting
17/02/2024 16:35,17/02/2024 17:23,Créteil,Boulogne-Billancourt,10.16,Business
04/09/2024 11:58,04/09/2024 12:49,Saint-Denis,Issy-les-Moulineaux,11.47,Meeting
27/02/2024 21:58,27/02/2024 22:14,Fuenlabrada,Fuenlabrada,0.8,Business
10/01/2024 16:05,10/01/2024 16:16,Versailles,Versailles,4.04,Commute
07/09/2024 17:19,07/09/2024 17:53,Vénissieux,Villeurbanne,10.85,Business
17/05/2024 18:26,17/05/2024 18:46,Caluire-et-Cuire,Villeurbanne,7.55,Business
27/01/2024 13:55,27/01/2024 14:32,Marseille,Aubagne,11.73,Commute
20/10/2024 17:32,20/10/2024 18:13,Oullins,Saint-Priest,14.48,Business
20/06/2024 20:38,20/06/2024 21:08,Saint-Denis,Créteil,8.33,Errand
23/08/2024 06:06,23/08/2024 06:31,Vénissieux,Saint-Priest,7.87,Meeting
24/01/2024 09:54,24/01/2024 10:22,Bron,Caluire-et-Cuire,7.98,Meeting
17/05/2024 12:48,17/05/2024 13:26,Aix-en-Provence,Salon-de-Provence,7.57,Customer Visit
18/04/2024 20:05,18/04/2024 20:43,Paris,Issy-les-Moulineaux,16.88,Commute
07/06/2024 11:19,07/06/2024 11:32,Issy-les-Moulineaux,Versailles,3.08,
01/04/2024 15:41,01/04/2024 16:00,Versailles,Versailles,4.59,Airport
12/05/2024 15:12,12/05/2024 15:47,Alcorcón,Getafe,8.9,Commute
11/07/2024 17:30,11/07/2024 17:41,Pozuelo de Alarcón,Alcorcón,2.03,Meeting
25/04/2024 14:59,25/04/2024 15:27,Salon-de-Provence,Lyon#,12.85,Customer Visit
17/10/2024 15:00,17/10/2024 15:09,Versailles,Saint-Denis,3.67,Airport
13/05/2024 10:59,13/05/2024 11:25,Madri$d,Vénissieux,7.86,Business
13/12/2024 16:09,13/12/2024 16:33,Saint-Denis,Issy-les-Moulineaux,11.15,Shopping
07/01/2024 06:40,07/01/2024 06:54,Salon-de-Provence,Aix-en-Provence,0.8,Commute
05/06/2024 11:10,05/06/2024 11:52,Almada,Oeiras,14.52,Commute
12/02/2024 17:15,12/02/2024 17:38,Pozuelo de Alarcón,Par1s,3.42,Customer Visit
06/01/2024 07:46,06/01/2024 08:05,Issy-les-Moulineaux,Créteil,3.93,Commute
26/11/2024 15:19,26/11/2024 15:52,Paris,Issy-les-Moulineaux,12.08,Errand
25/05/2024 11:41,25/05/2024 12:11,Créteil,Nanterre,9.8,Airport
25/04/2024 12:19,25/04/2024 12:53,Villeurbanne,Oullins,12.94,Shopping
18/12/2024 17:11,18/12/2024 17:39,Lyon,Vénissieux,10.3,Customer Visit
23/06/2024 13:40,23/06/2024 14:33,Versailles,Créteil,11.09,Business
31/08/2024 14:01,31/08/2024 14:27,Boulogne-Billancourt,Paris,10.35,Commute
05/03/2024 13:52,05/03/2024 14:19,Issy-les-Moulineaux,Paris,8.72,Commute
16/05/2024 07:17,16/05/2024 07:28,Créteil,Créteil,4.37,Customer Visit
13/11/2024 11:23,13/11/2024 11:45,Fuenlabrada,Leganés,7.2,Business
25/06/2024 06:22,25/06/2024 07:15,Boulogne-Billancourt,Paris,15.71,Customer Visit
20/12/2024 21:54,20/12/2024 22:23,La Ciotat,Marseille,5.72,Business
09/01/2024 19:07,09/01/2024 19:41,Cascais,Amadora,11.0,Commute
08/03/2024 06:55,08/03/2024 07:39,Fuenlabrada,Móstoles,13.3,Business
02/07/2024 19:38,02/07/2024 20:01,Oeiras,Oeiras,4.2,Meeting
10/02/2024 15:48,10/02/2024 16:51,Créteil,Versailles,18.85,Business
12/10/2024 09:34,12/10/2024 10:16,Fuenlabrada,Getafe,10.07,Meeting
01/10/2024 17:05,01/10/2024 18:05,Alcorcón,Móstoles,13.8,Commute
12/10/2024 23:48,13/10/2024 00:06,Sintra,Sintra,2.98,
22/11/2024 23:07,22/11/2024 23:34,Lyon,Vénissieux,9.47,Customer Visit
30/12/2024 06:34,30/12/2024 07:23,Boulogne-Billancourt,Saint-Denis,9.65,Business
10/05/2024 17:18,10/05/2024 18:00,La Ciotat,Martigues,13.05,Business
01/08/2024 20:23,01/08/2024 21:01,Lyon,Caluire-et-Cuire,8.4,Meeting
16/04/2024 15:15,16/04/2024 15:35,Madrid,Madrid,2.7,Customer Visit
17/01/2024 10:22,17/01/2024 10:57,Créteil,Boulogne-Billancourt,13.0,Business
12/04/2024 09:24,12/04/2024 09:55,Oullins,Villeurbanne,9.4,Business
22/02/2024 10:16,22/02/2024 10:26,Issy-les-Moulineaux,Issy-les-Moulineaux,2.04,Business
31/05/2024 07:32,31/05/2024 08:09,Oullins,Vénissieux,10.69,
01/09/2024 10:19,01/09/2024 10:36,La Ciotat,Aix-en-Provence,3.71,Meeting
31/01/2024 06:01,31/01/2024 06:27,Issy-les-Moulineaux,Nanterre,6.32,Customer Visit
17/10/2024 19:20,17/10/2024 19:56,Saint-Denis,Boulogne-Billancourt,13.71,Business
12/07/2024 11:09,12/07/2024 11:37,Caluire-et-Cuire,Oullins,8.04,Meeting
14/07/2024 20:28,14/07/2024 20:51,Versailles,Versailles,4.12,Business
21/09/2024 11:49,21/09/2024 12:13,Nanterre,Nanterre,4.52,Business
06/03/2024 21:33,06/03/2024 22:22,Paris,Saint-Denis,13.92,Business
19/07/2024 16:53,19/07/2024 17:07,Caluire-et-Cuire,Caluire-et-Cuire,0.85,Business
17/03/2024 14:34,17/03/2024 15:01,Leganés,Madrid,5.68,Airport
26/02/2024 23:02,26/02/2024 23:21,Aix-en-Provence,Vitrolles,4.81,Customer Visit
28/07/2024 06:24,28/07/2024 06:52,Caluire-et-Cuire,Vénissieux,9.4,Airport
11/11/2024 10:46,11/11/2024 11:00,Almada,Almada,3.18,Customer Visit
24/01/2024 13:16,24/01/2024 13:42,Loures,Oeiras,7.81,Commute
24/06/2024 08:44,24/06/2024 09:08,La Ciotat,La Ciotat,8.27,Commute
14/09/2024 17:26,14/09/2024 17:45,Marse!lle,Salon-de-Provence,2.5,Commute
23/02/2024 14:51,23/02/2024 15:08,Versailles,Nanterre,5.66,Business
28/01/2024 20:46,28/01/2024 21:12,Vénissieux,Villeurbanne,3.99,Meeting
27/04/2024 13:38,27/04/2024 14:01,Alcorcón,Fuenlabrada,4.18,Business
06/02/2024 06:53,06/02/2024 07:15,La Ciotat,Aix-en-Provence,4.05,Meal/Entertain
22/07/2024 13:05,22/07/2024 13:52,Oullins,Villeurbanne,15.02,Commute
25/03/2024 16:14,25/03/2024 16:44,Saint-Denis,Issy-les-Moulineaux,5.93,Customer Visit
21/11/2024 22:37,21/11/2024 23:20,Paris,Versailles,12.83,Customer Visit
28/01/2024 20:51,28/01/2024 21:14,Paris,Nanterre,7.11,Business
19/01/2024 20:33,19/01/2024 20:48,Oullins,Saint-Priest,2.66,Customer Visit
13/01/2024 11:59,13/01/2024 12:20,Paris,Saint-Denis,9.22,Commute
16/10/2024 19:44,16/10/2024 20:16,Issy-les-Moulineaux,Saint-Denis,5.28,Commute
29/04/2024 17:15,29/04/2024 17:38,Saint-Denis,Versailles,10.2,Customer Visit
16/07/2024 09:47,16/07/2024 10:11,Vitrolles,Martigues,4.66,Business
21/12/2024 10:17,21/12/2024 10:39,Lyon,Vénissieux,6.28,Customer Visit
04/05/2024 10:55,04/05/2024 11:38,Boulogne-Billancourt,Créteil,12.34,Meal/Entertain
04/03/2024 21:58,04/03/2024 22:11,Saint-Priest,Saint-Priest,1.9,Meeting
12/06/2024 20:38,12/06/2024 20:56,Paris,Créteil,0.8,Errand
20/07/2024 15:25,20/07/2024 15:52,Boulogne-Billancourt,Saint-Denis,6.56,Customer Visit
03/01/2024 13:38,03/01/2024 14:01,Aubagne,Aubagne,5.11,Commute
25/10/2024 10:23,25/10/2024 10:49,Créteil,Paris,6.01,Commute
26/02/2024 07:05,26/02/2024 07:47,Madrid,Fuenlabrada,12.47,Airport
15/11/2024 22:05,15/11/2024 22:29,Oullins,Villeurbanne,6.44,Meal/Entertain
11/07/2024 07:48,11/07/2024 08:04,Paris,Créteil,1.95,Airport
21/04/2024 08:03,21/04/2024 08:30,Almada,Cascais,8.01,Airport
02/08/2024 08:38,02/08/2024 09:13,Créteil,Versailles,11.7,Meal/Entertain
26/09/2024 18:52,26/09/2024 19:24,Móstoles,Getafe,7.43,Customer Visit
19/12/2024 19:38,19/12/2024 20:13,Créteil,Issy-les-Moulineaux,8.68,Customer Visit
08/01/2024 13:09,08/01/2024 13:49,Créteil,Paris,9.58,Commute
21/11/2024 18:51,21/11/2024 19:18,Saint-Denis,Issy-les-Moulineaux,10.26,Errand
25/03/2024 11:20,25/03/2024 12:05,Caluire-et-Cuire,Saint-Priest,12.23,Customer Visit
04/10/2024 19:32,04/10/2024 20:00,Leganés,Fuenlabrada,6.46,Customer Visit
05/11/2024 22:01,05/11/2024 23:12,Nanterre,Boulogne-Billancourt,19.8,Commute
26/03/2024 21:33,26/03/2024 21:53,Nanterre,Versailles,3.01,Airport
30/04/2024 20:10,30/04/2024 20:34,Nanterre,Issy-les-Moulineaux,4.83,Meal/Entertain
04/01/2024 11:39,04/01/2024 12:04,Aubagne,Marseille,9.11,Meeting
02/07/2024 21:54,02/07/2024 22:26,Aubagne,Aix-en-Provence,11.36,Meeting
20/04/2024 18:59,20/04/2024 19:27,Créteil,Nanterre,7.83,Commute
23/02/2024 09:10,23/02/2024 09:35,Villeurbanne,Caluire-et-Cuire,5.0,Errand
17/09/2024 10:36,17/09/2024 11:11,Aix-en-Provence,Marseille,10.12,Business
21/01/2024 21:43,21/01/2024 21:51,Sintra,Sintra,0.8,Customer Visit
28/05/2024 23:22,29/05/2024 00:02,Créteil,Par1s,10.91,Customer Visit
23/03/2024 21:39,23/03/2024 21:58,Saint-Denis,Paris,6.17,Commute
16/02/2024 06:01,16/02/2024 06:30,Versailles,Boulogne-Billancourt,7.74,Commute
16/04/2024 07:00,16/04/2024 07:30,Paris,Madri$d,5.14,Errand
27/12/2024 12:42,27/12/2024 13:16,Boulogne-Billancourt,Nanterre,7.69,Business
13/03/2024 23:01,13/03/2024 23:37,Leganés,Móstoles,7.02,Customer Visit
12/10/2024 21:46,12/10/2024 22:23,Bron,Par1s,11.16,Meeting
25/08/2024 06:01,25/08/2024 06:43,Leganés,Alcorcón,9.31,Commute
02/06/2024 10:37,02/06/2024 11:05,Leganés,Madrid,8.85,Commute
27/07/2024 19:06,27/07/2024 19:40,Paris,Versailles,11.99,Meeting
09/10/2024 07:20,09/10/2024 07:34,Issy-les-Moulineaux,Issy-les-Moulineaux,2.8,Business
24/12/2024 15:31,24/12/2024 16:11,Loures,Oeiras,10.82,Airport
