START_DATE,END_DATE,START,STOP,MILES,PURPOSE
2024-10-13 11:43:00,2024-10-13 12:21:00,Boulogne-Billancourt,Créteil,9.36,Airport
2024-10-26 15:29:00,2024-10-26 16:06:00,Boulogne-Billancourt,Versailles,10.35,Commute
2024-07-30 07:55:00,2024-07-30 08:49:00,Móstoles,Fuenlabrada,17.01,Meeting
2024-09-06 16:40:00,2024-09-06 17:24:00,Versailles,Saint-Denis,12.59,Customer Visit
2024-08-10 19:25:00,2024-08-10 19:41:00,Versailles,Boulogne-Billancourt,6.15,Business
2024-09-28 12:01:00,2024-09-28 12:26:00,Saint-Denis,Nanterre,7.28,Customer Visit
2024-01-24 15:18:00,2024-01-24 15:51:00,Créteil,Nanterre,11.55,Business
2024-04-06 11:58:00,2024-04-06 12:45:00,Bron,Villeurbanne,11.71,Commute
2024-01-20 18:56:00,2024-01-20 19:32:00,Créteil,Boulogne-Billancourt,7.9,Airport
2024-02-29 19:28:00,2024-02-29 19:37:00,La Ciotat,Salon-de-Provence,2.52,Business
2024-11-06 10:26:00,2024-11-06 10:56:00,Villeurbanne,Oullins,5.9,Commute
2024-09-24 12:22:00,2024-09-24 12:43:00,Marseille,Aix-en-Provence,5.72,Customer Visit
2024-10-20 21:09:00,2024-10-20 21:53:00,Versailles,Issy-les-Moulineaux,12.18,Errand
2024-01-26 09:52:00,2024-01-26 10:08:00,Créteil,Créteil,3.16,Commute
2024-01-24 06:54:00,2024-01-24 07:23:00,Issy-les-Moulineaux,Versailles,11.76,Errand
2024-07-23 20:17:00,2024-07-23 20:44:00,Versailles,Nanterre,9.94,Business
2024-03-22 09:26:00,2024-03-22 09:50:00,Bron,Villeurbanne,7.13,
2024-09-06 09:56:00,2024-09-06 10:21:00,Bron,Caluire-et-Cuire,9.63,Commute
2024-12-08 16:33:00,2024-12-08 16:51:00,Nanterre,Nanterre,4.36,Meal/Entertain
2024-10-12 07:00:00,2024-10-12 07:25:00,Créteil,Versailles,4.46,Business
2024-04-24 23:41:00,2024-04-25 00:27:00,Pozuelo de Alarcón,Getafe,13.17,Business
2024-03-01 21:47:00,2024-03-01 22:37:00,Versailles,Saint-Denis,10.87,Commute
2024-12-01 20:21:00,2024-12-01 21:04:00,Caluire-et-Cuire,Lyon,11.5,Meeting
2024-02-28 09:48:00,2024-02-28 10:02:00,Versailles,Lyon#,0.8,Airport
2024-07-28 09:16:00,2024-07-28 09:46:00,Pozuelo de Alarcón,Móstoles,7.0,Business
2024-01-24 09:49:00,2024-01-24 10:15:00,Cascais,Amadora,10.02,Customer Visit
2024-09-04 22:49:00,2024-09-04 23:14:00,La Ciotat,La Ciotat,3.21,Customer Visit
2024-08-02 13:17:00,2024-08-02 13:42:00,Saint-Priest,Lyon,3.87,Errand
2024-10-07 16:45:00,2024-10-07 16:58:00,Issy-les-Moulineaux,Issy-les-Moulineaux,1.35,Customer Visit
2024-11-28 11:32:00,2024-11-28 12:04:00,Boulogne-Billancourt,Versailles,12.14,
2024-08-04 06:33:00,2024-08-04 06:45:00,Salon-de-Provence,Aubagne,0.8,Errand
2024-02-01 15:13:00,2024-02-01 15:28:00,Paris,Aix123,3.15,Business
2024-12-22 15:44:00,2024-12-22 16:10:00,Caluire-et-Cuire,Oullins,5.53,Business
2024-05-08 12:39:00,2024-05-08 12:55:00,Oullins,Vénissieux,7.28,Business
2024-04-09 15:28:00,2024-04-09 15:52:00,Villeurbanne,Oullins,7.42,Customer Visit
2024-05-15 10:10:00,2024-05-15 10:36:00,Boulogne-Billancourt,Paris,4.33,Commute
2024-10-20 23:22:00,2024-10-21 00:07:00,Créteil,Paris,10.76,Commute
2024-04-23 12:42:00,2024-04-23 13:30:00,Villeurbanne,Saint-Priest,11.77,Business
2024-06-26 20:15:00,2024-06-26 20:48:00,Issy-les-Moulineaux,Versailles,16.88,Business
2024-10-03 15:01:00,2024-10-03 15:27:00,Marseille,Aubagne,8.32,Commute
2024-02-19 11:49:00,2024-02-19 12:58:00,Oullins,Unknown Location,17.76,Business
2024-12-25 19:41:00,2024-12-25 20:13:00,Créteil,Issy-les-Moulineaux,11.12,Business
2024-10-21 13:58:00,2024-10-21 14:37:00,Marseille,Aubagne,10.21,Meeting
2024-11-12 08:48:00,2024-11-12 09:09:00,Aubagne,La Ciotat,8.91,Meeting
2024-08-12 18:25:00,2024-08-12 18:51:00,Leganés,Par1s,6.8,Customer Visit
2024-11-27 17:00:00,2024-11-27 17:47:00,Villeurbanne,Saint-Priest,15.13,Commute
2024-11-26 22:09:00,2024-11-26 22:24:00,Paris,Saint-Denis,0.8,Business
2024-02-07 15:42:00,2024-02-07 16:05:00,Getafe,Getafe,2.34,Meeting
2024-11-13 08:57:00,2024-11-13 09:16:00,Aubagne,Vitrolles,3.38,Business
2024-06-09 13:50:00,2024-06-09 14:29:00,Créteil,Saint-Denis,11.85,Business
2024-07-02 15:31:00,2024-07-02 16:16:00,Oullins,Saint-Priest,13.26,Commute
2024-01-10 22:40:00,2024-01-10 23:06:00,Lisb0n,Aix-en-Provence,10.81,Airport
2024-03-17 17:25:00,2024-03-17 18:00:00,Getafe,Fuenlabrada,6.62,Meeting
2024-11-10 11:48:00,2024-11-10 11:58:00,Vitrolles,Vitrolles,3.2,Airport
2024-04-28 08:16:00,2024-04-28 08:45:00,Saint-Denis,Boulogne-Billancourt,8.04,Customer Visit
2024-11-28 16:06:00,2024-11-28 16:15:00,Issy-les-Moulineaux,Versailles,3.35,Business
2024-02-09 22:16:00,2024-02-09 22:41:00,Pozuelo de Alarcón,Móstoles,5.83,Meeting
2024-01-04 22:56:00,2024-01-04 23:31:00,Vénissieux,Bron,7.74,Errand
2024-07-31 16:46:00,2024-07-31 17:12:00,Créteil,Boulogne-Billancourt,10.15,Airport
2024-09-19 07:57:00,2024-09-19 08:14:00,Caluire-et-Cuire,Caluire-et-Cuire,3.35,Business
2024-12-04 15:05:00,2024-12-04 15:24:00,Boulogne-Billancourt,Saint-Denis,7.67,Errand
2024-09-18 14:10:00,2024-09-18 14:20:00,Bron,Bron,1.54,Meeting
2024-09-15 19:52:00,2024-09-15 20:22:00,Caluire-et-Cuire,Caluire-et-Cuire,3.72,Errand
2024-10-03 06:57:00,2024-10-03 07:18:00,Caluire-et-Cuire,Saint-Priest,6.25,Errand
2024-09-03 18:22:00,2024-09-03 18:55:00,Bron,Lyon,8.45,Business
2024-10-05 19:16:00,2024-10-05 19:53:00,Fuenlabrada,Alcorcón,11.92,Commute
2024-06-10 19:23:00,2024-06-10 20:11:00,Móstoles,Fuenlabrada,12.32,Airport
2024-07-30 23:50:00,2024-07-31 00:09:00,Vitrolles,La Ciotat,2.81,Customer Visit
2024-12-03 09:47:00,2024-12-03 10:14:00,Bron,Vénissieux,6.05,Airport
2024-11-21 06:51:00,2024-11-21 07:17:00,Lisbon,Sintra,10.32,Business
2024-07-24 22:18:00,2024-07-24 22:38:00,Cascais,Cascais,3.09,Shopping
2024-01-18 22:33:00,2024-01-18 22:56:00,Almada,Almada,2.99,Commute
2024-07-23 17:42:00,2024-07-23 18:02:00,Vitrolles,Marseille,8.52,
2024-05-21 13:38:00,2024-05-21 13:54:00,Saint-Priest,Lyon,1.61,Commute
2024-06-23 09:51:00,2024-06-23 10:10:00,Lyon,Caluire-et-Cuire,6.28,Meeting
2024-08-22 20:57:00,2024-08-22 21:16:00,Oullins,Unknown Location,4.4,Customer Visit
2024-07-30 17:33:00,2024-07-30 18:03:00,Versailles,Boulogne-Billancourt,10.04,Customer Visit
2024-06-30 12:57:00,2024-06-30 13:06:00,Nanterre,Nanterre,0.9,Commute
2024-05-07 17:09:00,2024-05-07 17:42:00,Aix-en-Provence,Vitrolles,8.82,Business
2024-07-09 16:31:00,2024-07-09 16:58:00,Créteil,Paris,11.84,Customer Visit
2024-08-04 21:34:00,2024-08-04 21:55:00,Lyon#,Saint-Priest,7.9,Meeting
2024-01-05 06:43:00,2024-01-05 07:24:00,Aix-en-Provence,Marseille,11.63,Commute
2024-09-12 19:13:00,2024-09-12 19:38:00,Saint-Denis,Boulogne-Billancourt,5.34,Commute
2024-05-18 13:35:00,2024-05-18 14:01:00,Bron,Villeurbanne,7.51,Customer Visit
2024-06-10 21:19:00,2024-06-10 21:42:00,Créteil,Créteil,2.38,Meeting
2024-06-20 14:23:00,2024-06-20 14:46:00,Paris,Boulogne-Billancourt,9.24,Commute
2024-11-28 23:11:00,2024-11-28 23:28:00,Leganés,Leganés,5.24,Meeting
2024-05-26 20:40:00,2024-05-26 21:20:00,Saint-Denis,Issy-les-Moulineaux,14.74,Commute
2024-06-09 16:41:00,2024-06-09 16:50:00,Vitrolles,Martigues,0.8,Commute
2024-07-30 11:11:00,2024-07-30 11:38:00,Vitrolles,Aubagne,4.69,Meal/Entertain
2024-08-30 23:03:00,2024-08-30 23:29:00,Madri$d,Issy-les-Moulineaux,8.49,Business
2024-05-06 15:28:00,2024-05-06 15:58:00,Lisbon,Oeiras,5.41,Commute
2024-10-03 14:35:00,2024-10-03 15:02:00,Madrid,Madrid,5.64,Meal/Entertain
2024-09-30 15:58:00,2024-09-30 16:25:00,Aix-en-Provence,La Ciotat,4.15,Meeting
2024-09-24 10:22:00,2024-09-24 10:43:00,Alcorcón,Móstoles,3.81,Business
2024-10-07 17:12:00,2024-10-07 17:33:00,Aubagne,La Ciotat,6.15,Customer Visit
2024-02-10 19:40:00,2024-02-10 20:34:00,Villeurbanne,Oullins,15.8,Business
2024-02-05 11:08:00,2024-02-05 11:37:00,Almada,Oeiras,6.9,Business
2024-09-30 06:11:00,2024-09-30 06:58:00,Vitrolles,La Ciotat,15.74,Business
2024-09-12 17:29:00,2024-09-12 18:10:00,Versailles,Unknown Location,9.15,Commute
2024-05-08 18:53:00,2024-05-08 19:09:00,Aix123,Getafe,3.29,Errand
2024-04-16 21:24:00,2024-04-16 21:48:00,Bron,Lyon,6.79,Meeting
2024-01-27 12:07:00,2024-01-27 12:55:00,Créteil,Issy-les-Moulineaux,13.54,Business
2024-01-22 21:44:00,2024-01-22 22:09:00,Issy-les-Moulineaux,Paris,6.41,Business
2024-11-26 10:44:00,2024-11-26 10:50:00,Boulogne-Billancourt,Issy-les-Moulineaux,0.86,Business
2024-01-11 18:22:00,2024-01-11 18:41:00,Vénissieux,Oullins,1.44,Airport
2024-08-27 14:55:00,2024-08-27 15:16:00,Créteil,Nanterre,3.46,Commute
2024-08-20 06:49:00,2024-08-20 07:18:00,Lyon,Caluire-et-Cuire,7.11,Meeting
2024-12-15 21:49:00,2024-12-15 22:22:00,Paris,Versailles,9.04,Business
2024-03-07 11:55:00,2024-03-07 12:11:00,Unknown Location,Paris,5.22,Business
2024-04-23 08:00:00,2024-04-23 08:21:00,Saint-Denis,Versailles,5.49,Business
2024-12-28 07:52:00,2024-12-28 08:14:00,Oullins,Oullins,3.36,Customer Visit
2024-04-28 23:24:00,2024-04-28 23:42:00,Salon-de-Provence,Aix-en-Provence,6.99,Business
2024-12-25 19:56:00,2024-12-25 20:35:00,Créteil,Saint-Denis,8.48,Airport
2024-06-10 23:20:00,2024-06-10 23:45:00,Caluire-et-Cuire,Villeurbanne,3.84,Shopping
2024-08-19 20:25:00,2024-08-19 20:57:00,Unknown Location,La Ciotat,8.83,Commute
2024-01-12 14:58:00,2024-01-12 15:12:00,La Ciotat,La Ciotat,3.32,Errand
2024-06-02 08:36:00,2024-06-02 08:51:00,Amadora,Amadora,2.41,Business
2024-06-02 07:46:00,2024-06-02 08:17:00,Martigues,Aubagne,9.15,Meeting
2024-11-04 06:40:00,2024-11-04 06:50:00,Pozuelo de Alarcón,Alcorcón,0.8,Airport
2024-03-19 07:43:00,2024-03-19 08:39:00,Paris,Créteil,13.03,Airport
2024-08-31 07:35:00,2024-08-31 08:04:00,Caluire-et-Cuire,Lyon,9.15,Commute
2024-11-29 12:35:00,2024-11-29 13:12:00,Oullins,Villeurbanne,12.17,Commute
2024-06-27 12:20:00,2024-06-27 12:47:00,Paris,Saint-Denis,3.95,Commute
2024-08-13 07:59:00,2024-08-13 08:50:00,Getafe,Fuenlabrada,17.65,Meeting
2024-05-27 06:21:00,2024-05-27 06:45:00,Oullins,Lyon,9.65,Errand
2024-05-12 23:30:00,2024-05-13 00:00:00,Lyon,Oullins,9.48,Meeting
2024-04-12 14:03:00,2024-04-12 14:16:00,Martigues,Martigues,2.17,Business
2024-07-13 22:45:00,2024-07-13 23:18:00,Créteil,Issy-les-Moulineaux,7.13,Business
2024-09-28 15:21:00,2024-09-28 15:33:00,Móstoles,Móstoles,4.35,Business
2024-02-01 14:56:00,2024-02-01 16:07:00,Créteil,Issy-les-Moulineaux,19.64,Commute
2024-09-23 13:26:00,2024-09-23 14:01:00,Sintra,Amadora,14.06,Airport
2024-12-16 12:55:00,2024-12-16 13:50:00,Sintra,Loures,16.33,Meeting
2024-03-01 11:20:00,2024-03-01 11:39:00,Getafe,Leganés,5.27,Meeting
2024-11-22 14:09:00,2024-11-22 14:27:00,Nanterre,Saint-Denis,3.67,Commute
2024-01-14 17:05:00,2024-01-14 17:36:00,Issy-les-Moulineaux,Saint-Denis,7.88,Business
2024-03-11 11:12:00,2024-03-11 12:02:00,Caluire-et-Cuire,Oullins,14.29,Commute
2024-08-12 21:44:00,2024-08-12 22:04:00,Oeiras,Amadora,7.86,Business
2024-07-20 23:33:00,2024-07-20 23:48:00,Versailles,Créteil,0.8,Airport
2024-09-21 07:12:00,2024-09-21 07:40:00,Paris,Boulogne-Billancourt,10.93,Meeting
2024-03-13 20:53:00,2024-03-13 21:11:00,Issy-les-Moulineaux,Boulogne-Billancourt,6.15,Airport
2024-10-29 12:56:00,2024-10-29 13:09:00,Villeurbanne,Oullins,4.19,Business
2024-08-18 17:05:00,2024-08-18 17:24:00,Martigues,Salon-de-Provence,7.21,Business
2024-12-03 10:10:00,2024-12-03 10:33:00,Móstoles,Getafe,5.31,Meeting
2024-04-02 09:57:00,2024-04-02 10:37:00,Aubagne,Salon-de-Provence,11.54,Commute
2024-10-28 21:29:00,2024-10-28 21:52:00,Vitrolles,Vitrolles,3.22,Business
2024-01-29 17:02:00,2024-01-29 17:13:00,Aix-en-Provence,Lisb0n,4.31,Business
2024-03-23 15:39:00,2024-03-23 16:08:00,Leganés,Madrid,4.57,
2024-06-14 17:57:00,2024-06-14 18:08:00,Caluire-et-Cuire,Caluire-et-Cuire,3.71,Customer Visit
2024-09-25 12:44:00,2024-09-25 13:02:00,Caluire-et-Cuire,Caluire-et-Cuire,3.33,Meeting
2024-06-11 14:33:00,2024-06-11 14:47:00,Saint-Priest,Lyon,1.66,Commute
2024-04-02 13:45:00,2024-04-02 14:21:00,Sintra,Loures,9.2,Commute
2024-06-19 17:35:00,2024-06-19 18:08:00,Versailles,Paris,8.26,Commute
2024-01-04 09:43:00,2024-01-04 10:15:00,Martigues,Marseille,5.44,Meeting
2024-11-26 10:30:00,2024-11-26 11:01:00,Lyon,Vénissieux,6.52,Customer Visit
2024-06-02 16:35:00,2024-06-02 17:01:00,Leganés,Móstoles,12.07,Customer Visit
2024-11-16 23:53:00,2024-11-17 00:26:00,Salon-de-Provence,Vitrolles,10.84,
2024-05-19 19:05:00,2024-05-19 19:37:00,Paris,Versailles,9.53,Airport
2024-08-15 22:01:00,2024-08-15 22:42:00,Vénissieux,Bron,10.48,Shopping
2024-03-14 09:52:00,2024-03-14 10:27:00,Nanterre,Issy-les-Moulineaux,12.38,Customer Visit
2024-12-17 08:21:00,2024-12-17 08:37:00,Amadora,Sintra,1.65,Shopping
2024-04-17 16:12:00,2024-04-17 16:55:00,Saint-Priest,Lyon,14.34,Meeting
2024-10-04 17:35:00,2024-10-04 18:28:00,Versailles,Nanterre,10.63,Business
2024-01-26 10:01:00,2024-01-26 10:49:00,Vitrolles,Aix-en-Provence,11.4,Meeting
2024-06-08 16:52:00,2024-06-08 17:16:00,Paris,Paris,4.57,Meeting
2024-06-07 20:30:00,2024-06-07 20:59:00,Madrid,Móstoles,6.69,Business
2024-06-15 20:31:00,2024-06-15 21:02:00,Madri$d,Leganés,7.68,Customer Visit
2024-02-24 16:35:00,2024-02-24 16:43:00,Oullins,Oullins,1.31,Commute
2024-04-16 19:50:00,2024-04-16 20:12:00,Bron,Villeurbanne,4.39,Business
2024-11-01 20:20:00,2024-11-01 20:47:00,Saint-Priest,Oullins,4.6,Business
2024-11-26 07:05:00,2024-11-26 07:29:00,Versailles,Versailles,4.82,Commute
2024-10-22 20:12:00,2024-10-22 20:44:00,Salon-de-Provence,Marseille,8.79,Commute
2024-06-25 08:37:00,2024-06-25 08:55:00,Lisb0n,Nanterre,1.89,Airport
2024-05-24 06:15:00,2024-05-24 06:31:00,Nanterre,Nanterre,1.06,Business
2024-07-15 17:53:00,2024-07-15 18:15:00,Martigues,Aubagne,5.65,Business
2024-03-10 08:08:00,2024-03-10 08:32:00,Getafe,Getafe,3.42,Meeting
2024-10-09 20:24:00,2024-10-09 20:59:00,Oullins,Bron,8.85,Meeting
2024-01-20 21:45:00,2024-01-20 22:20:00,La Ciotat,Salon-de-Provence,8.94,Business
2024-02-10 22:56:00,2024-02-10 23:11:00,Lisbon,Lisbon,2.73,Commute
2024-06-24 23:49:00,2024-06-25 00:01:00,Madri$d,Marseille,0.8,Meeting
2024-11-01 15:46:00,2024-11-01 16:33:00,Saint-Priest,Vénissieux,16.31,Airport
2024-02-12 10:32:00,2024-02-12 10:48:00,La Ciotat,La Ciotat,7.24,Commute
2024-10-29 10:42:00,2024-10-29 11:29:00,Saint-Denis,Nanterre,12.87,Meeting
2024-10-31 10:53:00,2024-10-31 11:26:00,Créteil,Boulogne-Billancourt,11.23,Meal/Entertain
2024-06-25 07:41:00,2024-06-25 07:50:00,Getafe,Pozuelo de Alarcón,0.8,Meeting
2024-12-27 18:30:00,2024-12-27 18:40:00,Versailles,Nanterre,0.8,Commute
2024-12-15 07:06:00,2024-12-15 07:44:00,Vénissieux,Caluire-et-Cuire,10.13,Meal/Entertain
2024-10-26 18:29:00,2024-10-26 19:04:00,Cascais,Almada,11.06,Commute
2024-01-06 06:53:00,2024-01-06 07:14:00,La Ciotat,Martigues,5.34,Commute
2024-10-31 12:38:00,2024-10-31 13:07:00,Saint-Priest,Villeurbanne,7.97,Business
2024-12-22 11:16:00,2024-12-22 11:34:00,Issy-les-Moulineaux,Versailles,5.11,Errand
2024-02-07 14:49:00,2024-02-07 15:21:00,Versailles,Nanterre,9.34,Commute
2024-04-12 18:11:00,2024-04-12 18:19:00,Oeiras,Cascais,1.64,Commute
2024-10-19 14:49:00,2024-10-19 15:26:00,Bron,Oullins,12.31,Business
2024-10-21 06:32:00,2024-10-21 06:57:00,Créteil,Créteil,4.55,Errand
2024-12-18 21:07:00,2024-12-18 21:31:00,Bron,Lyon,9.55,Commute
2024-08-23 15:41:00,2024-08-23 15:55:00,Saint-Priest,Lyon,0.84,Business
2024-07-02 21:05:00,2024-07-02 21:12:00,Loures,Almada,0.8,Meeting
2024-08-18 06:02:00,2024-08-18 06:43:00,Paris,Issy-les-Moulineaux,11.82,Commute
2024-04-29 08:02:00,2024-04-29 08:17:00,Aubagne,Aubagne,3.93,Airport
2024-02-19 20:39:00,2024-02-19 20:50:00,Saint-Denis,Saint-Denis,2.98,Errand
2024-12-13 18:20:00,2024-12-13 18:33:00,Madrid,Madrid,1.6,Commute
2024-03-02 14:09:00,2024-03-02 14:26:00,Vénissieux,Villeurbanne,5.0,Commute
2024-01-09 21:05:00,2024-01-09 21:40:00,Par1s,Saint-Priest,10.5,Customer Visit
2024-04-15 10:40:00,2024-04-15 11:16:00,La Ciotat,Aubagne,9.02,Airport
2024-06-03 17:26:00,2024-06-03 17:35:00,Par1s,Paris,2.62,Meeting
2024-12-03 12:17:00,2024-12-03 12:43:00,Lisbon,Loures,4.43,Customer Visit
2024-05-25 12:27:00,2024-05-25 12:41:00,Issy-les-Moulineaux,Versailles,5.85,Meeting
2024-02-29 08:57:00,2024-02-29 09:07:00,Alcorcón,Alcorcón,3.01,Commute
2024-06-15 13:06:00,2024-06-15 13:16:00,Bron,Oullins,0.8,Customer Visit
2024-08-20 11:24:00,2024-08-20 11:39:00,Boulogne-Billancourt,Boulogne-Billancourt,2.96,Shopping
2024-08-26 20:26:00,2024-08-26 20:54:00,Nanterre,Boulogne-Billancourt,7.91,Business
2024-09-24 21:55:00,2024-09-24 22:12:00,Móstoles,Móstoles,4.16,Business
2024-10-29 10:58:00,2024-10-29 11:15:00,Leganés,Unknown Location,0.8,Meeting
2024-12-22 09:28:00,2024-12-22 10:26:00,Versailles,Créteil,12.49,Commute
2024-12-08 15:10:00,2024-12-08 15:38:00,Martigues,Aix-en-Provence,11.03,Business
2024-07-08 20:45:00,2024-07-08 21:22:00,Marseille,La Ciotat,11.29,Business
2024-02-11 16:47:00,2024-02-11 17:08:00,Créteil,Paris,6.33,Customer Visit
2024-07-06 17:11:00,2024-07-06 18:07:00,Oeiras,Lisbon,15.7,Meeting
2024-04-25 16:22:00,2024-04-25 16:51:00,Oullins,Vénissieux,8.66,Customer Visit
2024-09-29 23:57:00,2024-09-30 00:07:00,Lyon,Lyon,2.29,Commute
2024-07-19 11:18:00,2024-07-19 12:11:00,Fuenlabrada,Madrid,12.79,Business
2024-12-15 23:59:00,2024-12-16 00:20:00,Paris,Saint-Denis,10.28,Commute
2024-07-29 16:41:00,2024-07-29 17:05:00,Saint-Priest,Saint-Priest,3.31,Meeting
2024-06-05 11:50:00,2024-06-05 12:24:00,Martigues,La Ciotat,9.38,Meeting
2024-05-26 11:11:00,2024-05-26 11:34:00,Almada,Amadora,5.5,Airport
2024-04-04 12:35:00,2024-04-04 13:05:00,Aix-en-Provence,Aix-en-Provence,6.51,Commute
2024-01-13 18:59:00,2024-01-13 19:44:00,Amadora,Loures,18.11,Business
2024-05-28 10:51:00,2024-05-28 11:08:00,Vénissieux,Vénissieux,2.87,Commute
2024-07-24 13:28:00,2024-07-24 13:40:00,Saint-Priest,Saint-Priest,3.25,Commute
2024-08-16 08:32:00,2024-08-16 09:04:00,Aix-en-Provence,Vitrolles,10.0,Meeting
2024-08-06 17:24:00,2024-08-06 17:32:00,La Ciotat,Salon-de-Provence,0.97,Airport
2024-05-27 11:51:00,2024-05-27 12:28:00,Bron,Lyon,10.51,Customer Visit
2024-09-25 16:04:00,2024-09-25 16:28:00,Aubagne,Aubagne,2.69,
2024-03-11 12:11:00,2024-03-11 12:45:00,Lyon,Bron,7.51,Airport
2024-03-19 14:19:00,2024-03-19 14:37:00,Oullins,Caluire-et-Cuire,6.59,Customer Visit
2024-11-26 13:01:00,2024-11-26 13:53:00,Saint-Priest,Vénissieux,13.93,Errand
2024-03-02 17:32:00,2024-03-02 17:55:00,Lisbon,Lyon#,3.43,Meal/Entertain
2024-08-02 17:03:00,2024-08-02 17:09:00,Paris,Paris,1.11,Commute
2024-03-26 23:20:00,2024-03-26 23:54:00,Sintra,Almada,10.18,Meeting
2024-09-22 15:23:00,2024-09-22 15:46:00,Vitrolles,Salon-de-Provence,7.74,Business
2024-12-30 23:44:00,2024-12-31 00:12:00,Amadora,Amadora,3.76,Customer Visit
2024-08-14 22:48:00,2024-08-14 23:09:00,Lyon,Lyon,3.38,Business
2024-06-06 10:13:00,2024-06-06 10:46:00,Créteil,Boulogne-Billancourt,9.12,Airport
2024-12-03 22:37:00,2024-12-03 22:53:00,Salon-de-Provence,Salon-de-Provence,3.39,Business
2024-04-12 11:42:00,2024-04-12 12:06:00,Paris,Boulogne-Billancourt,8.72,Meeting
2024-11-09 13:32:00,2024-11-09 13:52:00,Leganés,Alcorcón,0.8,Customer Visit
2024-02-20 12:58:00,2024-02-20 13:19:00,Lyon,Oullins,9.81,Meal/Entertain
2024-07-13 19:13:00,2024-07-13 19:42:00,Caluire-et-Cuire,Oullins,11.92,Customer Visit
2024-01-21 08:20:00,2024-01-21 08:38:00,Leganés,Leganés,3.68,Meeting
2024-02-05 21:43:00,2024-02-05 22:15:00,Saint-Priest,Marse!lle,9.2,Business
2024-07-21 18:44:00,2024-07-21 19:16:00,Lyon,Saint-Priest,13.05,Business
2024-08-05 21:17:00,2024-08-05 21:37:00,Amadora,Amadora,3.0,Business
2024-09-18 14:09:00,2024-09-18 14:50:00,Salon-de-Provence,Martigues,12.46,
2024-09-12 06:11:00,2024-09-12 06:36:00,Versailles,Boulogne-Billancourt,7.03,Customer Visit
2024-12-04 21:31:00,2024-12-04 22:00:00,Saint-Denis,Paris,5.61,Business
2024-06-10 18:28:00,2024-06-10 18:40:00,Móstoles,Lisb0n,3.88,Commute
2024-02-26 21:42:00,2024-02-26 22:25:00,Salon-de-Provence,Martigues,10.95,Commute
2024-07-12 17:49:00,2024-07-12 18:39:00,Caluire-et-Cuire,Saint-Priest,12.6,Commute
2024-08-07 17:22:00,2024-08-07 17:45:00,Paris,Paris,5.1,Commute
2024-01-11 23:20:00,2024-01-11 23:53:00,Boulogne-Billancourt,Créteil,14.41,Commute
2024-06-11 18:36:00,2024-06-11 19:32:00,Caluire-et-Cuire,Vénissieux,11.99,Meeting
2024-06-02 17:27:00,2024-06-02 17:51:00,Madrid,Leganés,5.76,Business
2024-10-20 18:51:00,2024-10-20 19:38:00,Lisbon,Loures,13.06,Business
2024-06-26 08:41:00,2024-06-26 09:13:00,Issy-les-Moulineaux,Saint-Denis,7.63,Commute
2024-08-20 23:11:00,2024-08-20 23:46:00,Créteil,Boulogne-Billancourt,9.94,Meeting
2024-09-29 19:59:00,2024-09-29 20:16:00,Villeurbanne,Vénissieux,4.04,Shopping
2024-07-29 16:55:00,2024-07-29 17:10:00,Vénissieux,Villeurbanne,1.4,Customer Visit
2024-03-17 12:01:00,2024-03-17 12:29:00,Versailles,Nanterre,6.39,Business
2024-05-19 10:01:00,2024-05-19 10:16:00,Caluire-et-Cuire,Bron,5.75,Business
2024-06-01 08:57:00,2024-06-01 09:45:00,Aix-en-Provence,Marseille,13.56,Commute
2024-09-13 09:33:00,2024-09-13 09:56:00,Marseille,Salon-de-Provence,7.33,Business
2024-07-18 13:59:00,2024-07-18 14:28:00,Móstoles,Madrid,8.67,Customer Visit
2024-07-10 09:20:00,2024-07-10 09:44:00,Nanterre,Versailles,10.79,Commute
2024-11-06 07:53:00,2024-11-06 08:02:00,Nanterre,Boulogne-Billancourt,3.85,Meeting
2024-12-24 17:57:00,2024-12-24 18:40:00,Issy-les-Moulineaux,Nanterre,13.91,Meeting
2024-04-30 15:13:00,2024-04-30 15:46:00,Pozuelo de Alarcón,Madrid,12.29,Commute
2024-02-11 21:30:00,2024-02-11 21:48:00,Vénissieux,Oullins,6.09,Commute
2024-10-07 16:29:00,2024-10-07 17:09:00,Versailles,Paris,11.64,Commute
2024-06-05 16:36:00,2024-06-05 16:56:00,Aix-en-Provence,Salon-de-Provence,2.28,Business
2024-03-09 14:11:00,2024-03-09 14:48:00,Oullins,Villeurbanne,12.42,Commute
2024-01-12 23:41:00,2024-01-12 23:55:00,Getafe,Getafe,2.26,Business
2024-08-07 14:09:00,2024-08-07 14:35:00,Versailles,Issy-les-Moulineaux,11.83,Commute
2024-04-14 12:55:00,2024-04-14 13:17:00,Lisbon,Lisbon,2.81,Business
2024-04-06 19:11:00,2024-04-06 19:25:00,Aubagne,Aubagne,1.71,Airport
2024-08-28 10:55:00,2024-08-28 11:37:00,Nanterre,Saint-Denis,12.11,Business
2024-10-12 07:03:00,2024-10-12 07:25:00,Martigues,Aubagne,6.12,Business
2024-06-03 18:42:00,2024-06-03 19:21:00,Sintra,Loures,6.44,Meeting
2024-06-11 22:27:00,2024-06-11 22:53:00,Caluire-et-Cuire,Caluire-et-Cuire,3.99,Business
2024-05-14 14:33:00,2024-05-14 15:15:00,Boulogne-Billancourt,Versailles,13.09,Commute
